ApprovedSymbol	ApprovedName
MEGF11	multiple EGF like domains 11
MEI1	meiotic double-stranded break formation protein 1
MEI4	meiotic double-stranded break formation protein 4
MEIG1	meiosis/spermiogenesis associated 1
MEIKIN	meiotic kinetochore factor
MEIOB	meiosis specific with OB-fold
MEIOC	meiosis specific with coiled-coil domain
MEIOSIN	meiosis initiator
MEIS1	Meis homeobox 1
MEIS1-AS2	MEIS1 antisense RNA 2
MEIS1-AS3	MEIS1 antisense RNA 3
MEIS2	Meis homeobox 2
MEIS3	Meis homeobox 3
MELK	maternal embryonic leucine zipper kinase
MELL1	mel transforming oncogene-like 1
MELTF	melanotransferrin
MELTF-AS1	MELTF antisense RNA 1
MEMO1	mediator of cell motility 1
MEN1	menin 1
MEOX1	mesenchyme homeobox 1
MEOX2	mesenchyme homeobox 2
MEP1A	meprin A subunit alpha
MEP1B	meprin A subunit beta
MEPCE	methylphosphate capping enzyme
MEPE	matrix extracellular phosphoglycoprotein
MERTK	MER proto-oncogene, tyrosine kinase
MESD	mesoderm development LRP chaperone
MESP1	mesoderm posterior bHLH transcription factor 1
MESP2	mesoderm posterior bHLH transcription factor 2
MEST	mesoderm specific transcript
MESTIT1	MEST intronic transcript 1, antisense RNA
MET	MET proto-oncogene, receptor tyrosine kinase
METAP1	methionyl aminopeptidase 1
METAP1D	methionyl aminopeptidase type 1D, mitochondrial
METAP2	methionyl aminopeptidase 2
METRN	meteorin, glial cell differentiation regulator
METRNL	meteorin like, glial cell differentiation regulator
METTL1	methyltransferase 1, tRNA methylguanosine
METTL2A	methyltransferase 2A, methylcytidine
METTL2B	methyltransferase 2B, methylcytidine
METTL3	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit
METTL4	methyltransferase 4, N6-adenosine
METTL5	methyltransferase 5, N6-adenosine
METTL6	methyltransferase 6, methylcytidine
METTL7A	methyltransferase like 7A
METTL7B	methyltransferase like 7B
METTL8	methyltransferase 8, methylcytidine
METTL9	methyltransferase like 9
METTL13	methyltransferase 13, eEF1A lysine and N-terminal methyltransferase
METTL14	methyltransferase 14, N6-adenosine-methyltransferase subunit
METTL14-DT	METTL14 divergent transcript
METTL15	methyltransferase like 15
METTL16	methyltransferase 16, N6-methyladenosine
METTL17	methyltransferase like 17
METTL18	methyltransferase like 18
METTL21A	methyltransferase 21A, HSPA lysine
METTL21C	methyltransferase 21C, AARS1 lysine
METTL22	methyltransferase 22, Kin17 lysine
METTL23	methyltransferase like 23
METTL24	methyltransferase like 24
METTL25	methyltransferase like 25
METTL25B	methyltransferase like 25B
METTL26	methyltransferase like 26
METTL27	methyltransferase like 27
MEX3A	mex-3 RNA binding family member A
MEX3B	mex-3 RNA binding family member B
MEX3C	mex-3 RNA binding family member C
MEX3D	mex-3 RNA binding family member D
MFAP1	microfibril associated protein 1
MFAP2	microfibril associated protein 2
MFAP3	microfibril associated protein 3
MFAP3L	microfibril associated protein 3 like
MFAP4	microfibril associated protein 4
MFAP5	microfibril associated protein 5
MFF	mitochondrial fission factor
MFF-DT	MFF divergent transcript
MFGE8	milk fat globule EGF and factor V/VIII domain containing
MFHAS1	multifunctional ROCO family signaling regulator 1
MFN1	mitofusin 1
MFN2	mitofusin 2
MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
MFRP	membrane frizzled-related protein
MFSD1	major facilitator superfamily domain containing 1
MFSD2A	major facilitator superfamily domain containing 2A
MFSD2B	major facilitator superfamily domain containing 2B
MFSD3	major facilitator superfamily domain containing 3
MFSD4A	major facilitator superfamily domain containing 4A
MFSD4A-AS1	MFSD4A antisense RNA 1
MFSD4B	major facilitator superfamily domain containing 4B
MFSD4B-DT	MFSD4B divergent transcript
MFSD5	major facilitator superfamily domain containing 5
MFSD6	major facilitator superfamily domain containing 6
MFSD6L	major facilitator superfamily domain containing 6 like
MFSD8	major facilitator superfamily domain containing 8
MFSD9	major facilitator superfamily domain containing 9
MFSD10	major facilitator superfamily domain containing 10
MFSD11	major facilitator superfamily domain containing 11
MFSD12	major facilitator superfamily domain containing 12
MFSD13A	major facilitator superfamily domain containing 13A
MFSD14A	major facilitator superfamily domain containing 14A
MFSD14B	major facilitator superfamily domain containing 14B
MFSD14C	major facilitator superfamily domain containing 14C
MGA	MAX dimerization protein MGA
MGAM	maltase-glucoamylase
MGAM2	maltase-glucoamylase 2 (putative)
MGARP	mitochondria localized glutamic acid rich protein
MGAT1	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
MGAT2	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
MGAT3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
MGAT3-AS1	MGAT3 antisense RNA 1
MGAT4A	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A
MGAT4B	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
MGAT4C	MGAT4 family member C
MGAT4D	MGAT4 family member D
MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase
MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B
MGLL	monoglyceride lipase
MGME1	mitochondrial genome maintenance exonuclease 1
MGMT	O-6-methylguanine-DNA methyltransferase
MGP	matrix Gla protein
MGRN1	mahogunin ring finger 1
MGST1	microsomal glutathione S-transferase 1
MGST2	microsomal glutathione S-transferase 2
MGST3	microsomal glutathione S-transferase 3
MHENCR	melanoma highly expressed competing endogenous lncRNA for miR-425 and miR-489
MHRT	myosin heavy chain associated RNA transcript
MIA	MIA SH3 domain containing
MIA2	MIA SH3 domain ER export factor 2
MIA2-AS1	MIA2 antisense RNA 1
MIA3	MIA SH3 domain ER export factor 3
MIAT	myocardial infarction associated transcript
MIATNB	MIAT neighbor
MIB1	MIB E3 ubiquitin protein ligase 1
MIB2	MIB E3 ubiquitin protein ligase 2
MICA	MHC class I polypeptide-related sequence A
MICA-AS1	MICA antisense RNA 1
MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1
MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2
MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3
MICALL1	MICAL like 1
MICALL2	MICAL like 2
MICB	MHC class I polypeptide-related sequence B
MICB-DT	MICB divergent transcript
MICOS10	mitochondrial contact site and cristae organizing system subunit 10
MICOS10-DT	MICOS10 divergent transcript
MICOS13	mitochondrial contact site and cristae organizing system subunit 13
MICU1	mitochondrial calcium uptake 1
MICU2	mitochondrial calcium uptake 2
MICU3	mitochondrial calcium uptake family member 3
MID1	midline 1
MID1IP1	MID1 interacting protein 1
MID1IP1-AS1	MID1IP1 antisense RNA 1
MID2	midline 2
MIDEAS	mitotic deacetylase associated SANT domain protein
MIDN	midnolin
MIEF1	mitochondrial elongation factor 1
MIEF2	mitochondrial elongation factor 2
MIEN1	migration and invasion enhancer 1
MIER1	MIER1 transcriptional regulator
MIER2	MIER family member 2
MIER3	MIER family member 3
MIF	macrophage migration inhibitory factor
MIF-AS1	MIF antisense RNA 1
MIF4GD	MIF4G domain containing
MIF4GD-DT	MIF4GD divergent transcript
MIGA1	mitoguardin 1
MIGA2	mitoguardin 2
MIIP	migration and invasion inhibitory protein
MILR1	mast cell immunoglobulin like receptor 1
MIMT1	MER1 repeat containing imprinted transcript 1
MINAR1	membrane integral NOTCH2 associated receptor 1
MINAR2	membrane integral NOTCH2 associated receptor 2
MINCR	MYC-induced long non-coding RNA
MINDY1	MINDY lysine 48 deubiquitinase 1
MINDY2	MINDY lysine 48 deubiquitinase 2
MINDY2-DT	MINDY2 divergent transcript
MINDY3	MINDY lysine 48 deubiquitinase 3
MINDY4	MINDY lysine 48 deubiquitinase 4
MINDY4B	MINDY family member 4B
MINK1	misshapen like kinase 1
MINPP1	multiple inositol-polyphosphate phosphatase 1
MIOS	meiosis regulator for oocyte development
MIOS-DT	MIOS divergent transcript
MIOX	myo-inositol oxygenase
MIP	major intrinsic protein of lens fiber
MIPEP	mitochondrial intermediate peptidase
MIPOL1	mirror-image polydactyly 1
MIR1-1	microRNA 1-1
MIR1-1HG	MIR1-1 host gene
MIR1-2	microRNA 1-2
MIR7-1	microRNA 7-1
MIR7-2	microRNA 7-2
MIR7-3	microRNA 7-3
MIR7-3HG	MIR7-3 host gene
MIR9-1	microRNA 9-1
MIR9-1HG	MIR9-1 host gene
MIR9-2	microRNA 9-2
MIR9-3	microRNA 9-3
MIR9-3HG	MIR9-3 host gene
MIR10A	microRNA 10a
MIR10B	microRNA 10b
MIR15A	microRNA 15a
MIR15B	microRNA 15b
MIR16-1	microRNA 16-1
MIR16-2	microRNA 16-2
MIR17	microRNA 17
MIR17HG	miR-17-92a-1 cluster host gene
MIR18A	microRNA 18a
MIR18B	microRNA 18b
MIR19A	microRNA 19a
MIR19B1	microRNA 19b-1
MIR19B2	microRNA 19b-2
MIR20A	microRNA 20a
MIR20B	microRNA 20b
MIR21	microRNA 21
MIR22	microRNA 22
MIR22HG	MIR22 host gene
MIR23A	microRNA 23a
MIR23AHG	miR-23a/27a/24-2 cluster host gene
MIR23B	microRNA 23b
MIR23C	microRNA 23c
MIR24-1	microRNA 24-1
MIR24-2	microRNA 24-2
MIR25	microRNA 25
MIR26A1	microRNA 26a-1
MIR26A2	microRNA 26a-2
MIR26B	microRNA 26b
MIR27A	microRNA 27a
MIR27B	microRNA 27b
MIR28	microRNA 28
MIR29A	microRNA 29a
MIR29B1	microRNA 29b-1
MIR29B2	microRNA 29b-2
MIR29B2CHG	MIR29B2 and MIR29C host gene
MIR29C	microRNA 29c
MIR30A	microRNA 30a
MIR30B	microRNA 30b
MIR30C1	microRNA 30c-1
MIR30C2	microRNA 30c-2
MIR30D	microRNA 30d
MIR30E	microRNA 30e
MIR31	microRNA 31
MIR31HG	MIR31 host gene
MIR32	microRNA 32
MIR33A	microRNA 33a
MIR33B	microRNA 33b
MIR34A	microRNA 34a
MIR34AHG	MIR34A host gene
MIR34B	microRNA 34b
MIR34C	microRNA 34c
MIR92A1	microRNA 92a-1
MIR92A2	microRNA 92a-2
MIR92B	microRNA 92b
MIR93	microRNA 93
MIR95	microRNA 95
MIR96	microRNA 96
MIR98	microRNA 98
MIR99A	microRNA 99a
MIR99AHG	mir-99a-let-7c cluster host gene
MIR99B	microRNA 99b
MIR100	microRNA 100
MIR100HG	mir-100-let-7a-2-mir-125b-1 cluster host gene
MIR101-1	microRNA 101-1
MIR101-2	microRNA 101-2
MIR103A1	microRNA 103a-1
MIR103A2	microRNA 103a-2
MIR103B1	microRNA 103b-1
MIR103B2	microRNA 103b-2
MIR105-1	microRNA 105-1
MIR105-2	microRNA 105-2
MIR106A	microRNA 106a
MIR106B	microRNA 106b
MIR107	microRNA 107
MIR122	microRNA 122
MIR122HG	MIR122 host gene
MIR124-1	microRNA 124-1
MIR124-1HG	MIR124-1 host gene
MIR124-2	microRNA 124-2
MIR124-2HG	MIR124-2 host gene
MIR124-3	microRNA 124-3
MIR125A	microRNA 125a
MIR125B1	microRNA 125b-1
MIR125B2	microRNA 125b-2
MIR126	microRNA 126
MIR127	microRNA 127
MIR128-1	microRNA 128-1
MIR128-2	microRNA 128-2
MIR129-1	microRNA 129-1
MIR129-2	microRNA 129-2
MIR130A	microRNA 130a
MIR130B	microRNA 130b
MIR132	microRNA 132
MIR133A1	microRNA 133a-1
MIR133A1HG	MIR133A1 host gene
MIR133A2	microRNA 133a-2
MIR133B	microRNA 133b
MIR134	microRNA 134
MIR135A1	microRNA 135a-1
MIR135A2	microRNA 135a-2
MIR135B	microRNA 135b
MIR136	microRNA 136
MIR137	microRNA 137
MIR137HG	MIR137 host gene
MIR138-1	microRNA 138-1
MIR138-2	microRNA 138-2
MIR139	microRNA 139
MIR140	microRNA 140
MIR141	microRNA 141
MIR142	microRNA 142
MIR143	microRNA 143
MIR144	microRNA 144
MIR145	microRNA 145
MIR146A	microRNA 146a
MIR146B	microRNA 146b
MIR147A	microRNA 147a
MIR147B	microRNA 147b
MIR148A	microRNA 148a
MIR148B	microRNA 148b
MIR149	microRNA 149
MIR150	microRNA 150
MIR151A	microRNA 151a
MIR151B	microRNA 151b
MIR152	microRNA 152
MIR153-1	microRNA 153-1
MIR153-2	microRNA 153-2
MIR154	microRNA 154
MIR155	microRNA 155
MIR155HG	MIR155 host gene
MIR181A1	microRNA 181a-1
MIR181A1HG	MIR181A1 host gene
MIR181A2	microRNA 181a-2
MIR181A2HG	MIR181A2 host gene
MIR181B1	microRNA 181b-1
MIR181B2	microRNA 181b-2
MIR181C	microRNA 181c
MIR181D	microRNA 181d
MIR182	microRNA 182
MIR183	microRNA 183
MIR184	microRNA 184
MIR185	microRNA 185
MIR186	microRNA 186
MIR187	microRNA 187
MIR188	microRNA 188
MIR190A	microRNA 190a
MIR190B	microRNA 190b
MIR191	microRNA 191
MIR192	microRNA 192
MIR193A	microRNA 193a
MIR193B	microRNA 193b
MIR193BHG	MIR193b-365a host gene
MIR194-1	microRNA 194-1
MIR194-2	microRNA 194-2
MIR194-2HG	MIR194-2 host gene
MIR195	microRNA 195
MIR196A1	microRNA 196a-1
MIR196A2	microRNA 196a-2
MIR196B	microRNA 196b
MIR197	microRNA 197
MIR198	microRNA 198
MIR199A1	microRNA 199a-1
MIR199A2	microRNA 199a-2
MIR199B	microRNA 199b
MIR200A	microRNA 200a
MIR200B	microRNA 200b
MIR200C	microRNA 200c
MIR200CHG	MIR200C and MIR141 host gene
MIR202	microRNA 202
MIR202HG	MIR202 host gene
MIR203A	microRNA 203a
MIR203B	microRNA 203b
MIR204	microRNA 204
MIR205	microRNA 205
MIR205HG	MIR205 host gene
MIR206	microRNA 206
MIR208A	microRNA 208a
MIR208B	microRNA 208b
MIR210	microRNA 210
MIR210HG	MIR210 host gene
MIR211	microRNA 211
MIR212	microRNA 212
MIR214	microRNA 214
MIR215	microRNA 215
MIR216A	microRNA 216a
MIR216B	microRNA 216b
MIR217	microRNA 217
MIR217HG	MIR217 host gene
MIR218-1	microRNA 218-1
MIR218-2	microRNA 218-2
MIR219A1	microRNA 219a-1
MIR219A2	microRNA 219a-2
MIR219B	microRNA 219b
MIR220A	microRNA 220a
MIR220B	microRNA 220b
MIR220C	microRNA 220c
MIR221	microRNA 221
MIR222	microRNA 222
MIR222HG	miR222/221 cluster host gene
MIR223	microRNA 223
MIR223HG	MIR223 host gene
MIR224	microRNA 224
MIR296	microRNA 296
MIR297	microRNA 297
MIR298	microRNA 298
MIR299	microRNA 299
MIR300	microRNA 300
MIR301A	microRNA 301a
MIR301B	microRNA 301b
MIR302A	microRNA 302a
MIR302B	microRNA 302b
MIR302C	microRNA 302c
MIR302CHG	miR-302/367 cluster host gene
MIR302D	microRNA 302d
MIR302E	microRNA 302e
MIR302F	microRNA 302f
MIR320A	microRNA 320a
MIR320B1	microRNA 320b-1
MIR320B2	microRNA 320b-2
MIR320C1	microRNA 320c-1
MIR320C2	microRNA 320c-2
MIR320D1	microRNA 320d-1
MIR320D2	microRNA 320d-2
MIR320E	microRNA 320e
MIR323A	microRNA 323a
MIR323B	microRNA 323b
MIR324	microRNA 324
MIR325	microRNA 325
MIR325HG	MIR325 host gene
MIR326	microRNA 326
MIR328	microRNA 328
MIR329-1	microRNA 329-1
MIR329-2	microRNA 329-2
MIR330	microRNA 330
MIR331	microRNA 331
MIR335	microRNA 335
MIR337	microRNA 337
MIR338	microRNA 338
MIR339	microRNA 339
MIR340	microRNA 340
MIR342	microRNA 342
MIR345	microRNA 345
MIR346	microRNA 346
MIR361	microRNA 361
MIR362	microRNA 362
MIR363	microRNA 363
MIR365A	microRNA 365a
MIR365B	microRNA 365b
MIR367	microRNA 367
MIR369	microRNA 369
MIR370	microRNA 370
MIR371A	microRNA 371a
MIR371B	microRNA 371b
MIR372	microRNA 372
MIR373	microRNA 373
MIR374A	microRNA 374a
MIR374B	microRNA 374b
MIR374C	microRNA 374c
MIR375	microRNA 375
MIR376A1	microRNA 376a-1
MIR376A2	microRNA 376a-2
MIR376B	microRNA 376b
MIR376C	microRNA 376c
MIR377	microRNA 377
MIR378A	microRNA 378a
MIR378B	microRNA 378b
MIR378C	microRNA 378c
MIR378D1	microRNA 378d-1
MIR378D2	microRNA 378d-2
MIR378D2HG	MIR378D2 host gene
MIR378E	microRNA 378e
MIR378F	microRNA 378f
MIR378G	microRNA 378g
MIR378H	microRNA 378h
MIR378I	microRNA 378i
MIR378J	microRNA 378j
MIR379	microRNA 379
MIR380	microRNA 380
MIR381	microRNA 381
MIR381HG	MIR381 host gene
MIR382	microRNA 382
MIR383	microRNA 383
MIR384	microRNA 384
MIR409	microRNA 409
MIR410	microRNA 410
MIR411	microRNA 411
MIR412	microRNA 412
MIR421	microRNA 421
MIR422A	microRNA 422a
MIR423	microRNA 423
MIR424	microRNA 424
MIR425	microRNA 425
MIR429	microRNA 429
MIR431	microRNA 431
MIR432	microRNA 432
MIR433	microRNA 433
MIR448	microRNA 448
MIR449A	microRNA 449a
MIR449B	microRNA 449b
MIR449C	microRNA 449c
MIR450A1	microRNA 450a-1
MIR450A2	microRNA 450a-2
MIR450B	microRNA 450b
MIR451A	microRNA 451a
MIR451B	microRNA 451b
MIR452	microRNA 452
MIR454	microRNA 454
MIR455	microRNA 455
MIR466	microRNA 466
MIR483	microRNA 483
MIR484	microRNA 484
MIR485	microRNA 485
MIR486-1	microRNA 486-1
MIR486-2	microRNA 486-2
MIR487A	microRNA 487a
MIR487B	microRNA 487b
MIR488	microRNA 488
MIR489	microRNA 489
MIR490	microRNA 490
MIR491	microRNA 491
MIR492	microRNA 492
MIR493	microRNA 493
MIR494	microRNA 494
MIR495	microRNA 495
MIR496	microRNA 496
MIR497	microRNA 497
MIR497HG	mir-497-195 cluster host gene
MIR498	microRNA 498
MIR499A	microRNA 499a
MIR499B	microRNA 499b
MIR500A	microRNA 500a
MIR500B	microRNA 500b
MIR501	microRNA 501
MIR502	microRNA 502
MIR503	microRNA 503
MIR503HG	MIR503 host gene
MIR504	microRNA 504
MIR505	microRNA 505
MIR506	microRNA 506
MIR507	microRNA 507
MIR508	microRNA 508
MIR509-1	microRNA 509-1
MIR509-2	microRNA 509-2
MIR509-3	microRNA 509-3
MIR510	microRNA 510
MIR511	microRNA 511
MIR512-1	microRNA 512-1
MIR512-2	microRNA 512-2
MIR513A1	microRNA 513a-1
MIR513A2	microRNA 513a-2
MIR513B	microRNA 513b
MIR513C	microRNA 513c
MIR514A1	microRNA 514a-1
MIR514A2	microRNA 514a-2
MIR514A3	microRNA 514a-3
MIR514B	microRNA 514b
MIR515-1	microRNA 515-1
MIR515-2	microRNA 515-2
MIR516A1	microRNA 516a-1
MIR516A2	microRNA 516a-2
MIR516B1	microRNA 516b-1
MIR516B2	microRNA 516b-2
MIR517A	microRNA 517a
MIR517B	microRNA 517b
MIR517C	microRNA 517c
MIR518A1	microRNA 518a-1
MIR518A2	microRNA 518a-2
MIR518B	microRNA 518b
MIR518C	microRNA 518c
MIR518D	microRNA 518d
MIR518E	microRNA 518e
MIR518F	microRNA 518f
MIR519A1	microRNA 519a-1
MIR519A2	microRNA 519a-2
MIR519B	microRNA 519b
MIR519C	microRNA 519c
MIR519D	microRNA 519d
MIR519E	microRNA 519e
MIR520A	microRNA 520a
MIR520B	microRNA 520b
MIR520C	microRNA 520c
MIR520D	microRNA 520d
MIR520E	microRNA 520e
MIR520F	microRNA 520f
MIR520G	microRNA 520g
MIR520H	microRNA 520h
MIR521-1	microRNA 521-1
MIR521-2	microRNA 521-2
MIR522	microRNA 522
MIR523	microRNA 523
MIR524	microRNA 524
MIR525	microRNA 525
MIR526A1	microRNA 526a-1
MIR526A2	microRNA 526a-2
MIR526B	microRNA 526b
MIR527	microRNA 527
MIR532	microRNA 532
MIR539	microRNA 539
MIR541	microRNA 541
MIR542	microRNA 542
MIR543	microRNA 543
MIR544A	microRNA 544a
MIR544B	microRNA 544b
MIR545	microRNA 545
MIR548A1	microRNA 548a-1
MIR548A1HG	MIR548A1 host gene
MIR548A2	microRNA 548a-2
MIR548A3	microRNA 548a-3
MIR548AA1	microRNA 548aa-1
MIR548AA2	microRNA 548aa-2
MIR548AB	microRNA 548ab
MIR548AC	microRNA 548ac
MIR548AD	microRNA 548ad
MIR548AE1	microRNA 548ae-1
MIR548AE2	microRNA 548ae-2
MIR548AG1	microRNA 548ag-1
MIR548AG2	microRNA 548ag-2
MIR548AH	microRNA 548ah
MIR548AI	microRNA 548ai
MIR548AJ1	microRNA 548aj-1
MIR548AJ2	microRNA 548aj-2
MIR548AK	microRNA 548ak
MIR548AL	microRNA 548al
MIR548AM	microRNA 548am
MIR548AN	microRNA 548an
MIR548AO	microRNA 548ao
MIR548AP	microRNA 548ap
MIR548AQ	microRNA 548aq
MIR548AR	microRNA 548ar
MIR548AS	microRNA 548as
MIR548AT	microRNA 548at
MIR548AU	microRNA 548au
MIR548AV	microRNA 548av
MIR548AW	microRNA 548aw
MIR548AX	microRNA 548ax
MIR548AY	microRNA 548ay
MIR548AZ	microRNA 548az
MIR548B	microRNA 548b
